Data from North Dakota Agricultural Weather Network https://ndawn.ndsu.nodak.edu,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Observation Table for January 1 1990 to March 1 2025,,,,,,,,,,,,,,,,,,,,,,,,,
Flag Definition Line: M - Missing; E - Estimated; N/A - Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
,deg,deg,ft,,,,Degrees C,,Degrees C,Degrees C,,Degrees C,,Degrees C,Degrees C,,Degrees C,,Degrees C,Degrees C,mm,,mm,%,
Streeter,46.71797,-99.46081,1944,2017,04,30,14.86,,14.767,0.093,,-0.88,,1.428,-2.308,,6.99,,8.1,-1.11,0,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,05,01,15.71,,15.044,0.666,,-1.571,,1.706,-3.277,,7.069,,8.378,-1.308,0,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,05,02,16.56,,15.267,1.293,,-1.384,,1.928,-3.312,,7.588,,8.594,-1.006,0,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,05,03,17.8,,15.489,2.311,,2.01,,2.161,-0.151,,9.905,,8.828,1.077,0,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,05,04,21.28,,15.711,5.569,,1.346,,2.428,-1.082,,11.313,,9.072,2.241,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,05,05,25.46,,15.989,9.471,,5.678,,2.661,3.017,,15.569,,9.322,6.247,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,05,06,26.45,,16.211,10.239,,4.991,,2.883,2.108,,15.721,,9.55,6.171,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,05,07,27.31,,16.433,10.877,,8.4,,3.161,5.239,,17.855,,9.794,8.061,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,05,08,18.12,,16.656,1.464,,4.922,,3.394,1.528,,11.521,,10.028,1.493,2.388,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,05,09,19.28,,16.878,2.402,,2.39,,3.667,-1.277,,10.835,,10.272,0.563,0,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,05,10,17.97,,17.106,0.864,,5.609,,3.9,1.709,,11.789,,10.506,1.284,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,05,11,22.47,,17.328,5.142,,0.919,,4.122,-3.203,,11.694,,10.722,0.972,0,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,05,12,26.17,,17.55,8.62,,8.31,,4.4,3.91,,17.24,,10.978,6.262,0,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,05,13,27.73,,17.772,9.958,,7.787,,4.633,3.154,,17.759,,11.206,6.553,0,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,05,14,23.41,,17.95,5.46,,8.35,,4.911,3.439,,15.88,,11.433,4.447,0.533,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,05,15,23.89,,18.161,5.729,,8.69,,5.139,3.551,,16.29,,11.65,4.64,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,05,16,17.37,,18.383,-1.013,,8.76,,5.372,3.388,,13.065,,11.878,1.187,9.271,,2.54,92,
Streeter,46.71797,-99.46081,1944,2017,05,17,12.9,,18.606,-5.706,,5.106,,5.65,-0.544,,9.003,,12.128,-3.124,0,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,05,18,13.83,,18.778,-4.948,,1.888,,5.883,-3.996,,7.859,,12.333,-4.474,0,,2.54,92,
Streeter,46.71797,-99.46081,1944,2017,05,19,14.95,,18.994,-4.044,,2.279,,6.15,-3.871,,8.614,,12.572,-3.958,0,,2.54,92,
Streeter,46.71797,-99.46081,1944,2017,05,20,11.67,,19.167,-7.497,,3.217,,6.383,-3.166,,7.444,,12.778,-5.334,0,,2.54,92,
Streeter,46.71797,-99.46081,1944,2017,05,21,17.31,,19.378,-2.068,,2.762,,6.611,-3.849,,10.036,,12.994,-2.958,2.388,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,05,22,16.29,,19.556,-3.266,,2.932,,6.878,-3.946,,9.611,,13.217,-3.606,0.254,,2.54,92,
Streeter,46.71797,-99.46081,1944,2017,05,23,15.2,,19.722,-4.522,,3.302,,7.111,-3.809,,9.251,,13.417,-4.166,0,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,05,24,18.16,,19.933,-1.773,,2.045,,7.333,-5.288,,10.103,,13.633,-3.531,0,,2.54,92,
Streeter,46.71797,-99.46081,1944,2017,05,25,22.94,,20.111,2.829,,7.883,,7.567,0.316,,15.412,,13.839,1.573,1.321,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,05,26,18.43,,20.278,-1.848,,6.415,,7.789,-1.374,,12.423,,14.033,-1.611,0,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,05,27,23.22,,20.444,2.776,,5.139,,8.056,-2.917,,14.179,,14.25,-0.071,0,,2.54,92,
Streeter,46.71797,-99.46081,1944,2017,05,28,20.98,,20.611,0.369,,6.842,,8.283,-1.441,,13.911,,14.444,-0.533,0,,2.54,92,
Streeter,46.71797,-99.46081,1944,2017,05,29,15.72,,20.778,-5.058,,4.829,,8.506,-3.677,,10.274,,14.644,-4.37,0,,2.794,92,
Streeter,46.71797,-99.46081,1944,2017,05,30,18.15,,20.944,-2.794,,2.945,,8.728,-5.783,,10.548,,14.833,-4.286,0,,2.54,92,
Streeter,46.71797,-99.46081,1944,2017,05,31,22.45,,21.111,1.339,,3.049,,8.894,-5.846,,12.749,,15,-2.251,0,,2.794,92,
Streeter,46.71797,-99.46081,1944,2017,06,01,29.02,,21.278,7.742,,8.61,,9.117,-0.507,,18.815,,15.194,3.621,0,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,06,02,34.49,,21.433,13.057,,15.19,,9.339,5.851,,24.84,,15.389,9.451,57.226,,2.794,93,
Streeter,46.71797,-99.46081,1944,2017,06,03,26.98,,21.6,5.38,,12.71,,9.556,3.154,,19.845,,15.578,4.267,0,,2.794,92,
Streeter,46.71797,-99.46081,1944,2017,06,04,29.5,,21.767,7.733,,9.18,,9.728,-0.548,,19.34,,15.744,3.596,0,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,06,05,27.89,,21.878,6.012,,11.76,,9.944,1.816,,19.825,,15.911,3.914,0,,2.794,92,
Streeter,46.71797,-99.46081,1944,2017,06,06,23.98,,22.05,1.93,,14.03,,10.156,3.874,,19.005,,16.1,2.905,1.067,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,06,07,23.86,,22.206,1.654,,9.94,,10.322,-0.382,,16.9,,16.261,0.639,0,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,06,08,25.54,,22.328,3.212,,10.18,,10.5,-0.32,,17.86,,16.417,1.443,0,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,06,09,32.95,,22.483,10.467,,16.09,,10.7,5.39,,24.52,,16.589,7.931,0,,2.794,92,
Streeter,46.71797,-99.46081,1944,2017,06,10,25.75,,22.606,3.144,,14.95,,10.867,4.083,,20.35,,16.733,3.617,0,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,06,11,27.17,,22.761,4.409,,12,,11.033,0.967,,19.585,,16.894,2.691,1.321,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,06,12,25.65,,22.883,2.767,,8.39,,11.2,-2.81,,17.02,,17.039,-0.019,0,,3.302,92,
Streeter,46.71797,-99.46081,1944,2017,06,13,21.38,,23.039,-1.659,,13.04,,11.361,1.679,,17.21,,17.2,0.01,43.967,,3.048,93,
Streeter,46.71797,-99.46081,1944,2017,06,14,23.51,,23.15,0.36,,12.94,,11.528,1.412,,18.225,,17.339,0.886,0,,3.048,93,
Streeter,46.71797,-99.46081,1944,2017,06,15,25.18,,23.322,1.858,,11.95,,11.683,0.267,,18.565,,17.506,1.059,0,,3.048,93,
Streeter,46.71797,-99.46081,1944,2017,06,16,23.56,,23.433,0.127,,11.76,,11.85,-0.09,,17.66,,17.644,0.016,0,,3.048,93,
Streeter,46.71797,-99.46081,1944,2017,06,17,18.36,,23.55,-5.19,,10.27,,12.006,-1.736,,14.315,,17.778,-3.463,0.533,,3.048,93,
Streeter,46.71797,-99.46081,1944,2017,06,18,22.09,,23.711,-1.621,,9.28,,12.167,-2.887,,15.685,,17.939,-2.254,2.642,,3.048,93,
Streeter,46.71797,-99.46081,1944,2017,06,19,23.28,,23.833,-0.553,,8.35,,12.272,-3.922,,15.815,,18.056,-2.241,0,,3.048,93,
Streeter,46.71797,-99.46081,1944,2017,06,20,21.05,,23.944,-2.894,,9.09,,12.439,-3.349,,15.07,,18.194,-3.124,0,,3.048,93,
Streeter,46.71797,-99.46081,1944,2017,06,21,29.5,,24.1,5.4,,12.63,,12.556,0.074,,21.065,,18.328,2.737,0.254,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,06,22,22.66,,24.222,-1.562,,10.81,,12.711,-1.901,,16.735,,18.467,-1.732,0,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,06,23,17.7,,24.333,-6.633,,5.513,,12.822,-7.309,,11.607,,18.578,-6.971,0,,3.302,92,
Streeter,46.71797,-99.46081,1944,2017,06,24,14.88,,24.456,-9.576,,4.994,,12.933,-7.939,,9.937,,18.694,-8.757,0.254,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,06,25,18.9,,24.611,-5.711,,3.597,,13.044,-9.447,,11.249,,18.828,-7.579,2.921,,3.302,92,
Streeter,46.71797,-99.46081,1944,2017,06,26,21.33,,24.733,-3.403,,2.98,,13.144,-10.164,,12.155,,18.939,-6.784,0,,3.302,92,
Streeter,46.71797,-99.46081,1944,2017,06,27,27.07,,24.844,2.226,,10.37,,13.256,-2.886,,18.72,,19.05,-0.33,3.708,,3.302,92,
Streeter,46.71797,-99.46081,1944,2017,06,28,24.66,,24.967,-0.307,,12.61,,13.367,-0.757,,18.635,,19.167,-0.532,0,,3.302,92,
Streeter,46.71797,-99.46081,1944,2017,06,29,22.61,,25.078,-2.468,,9.99,,13.478,-3.488,,16.3,,19.278,-2.978,0,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,06,30,19.33,,25.244,-5.914,,8.57,,13.589,-5.019,,13.95,,19.417,-5.467,0,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,07,01,23.86,,25.356,-1.496,,8.76,,13.694,-4.934,,16.31,,19.522,-3.212,0,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,07,02,24.42,,25.467,-1.047,,11.63,,13.756,-2.126,,18.025,,19.611,-1.586,0,,3.302,92,
Streeter,46.71797,-99.46081,1944,2017,07,03,28.65,,25.589,3.061,,14.39,,13.867,0.523,,21.52,,19.728,1.792,0,,3.302,92,
Streeter,46.71797,-99.46081,1944,2017,07,04,35.61,,25.7,9.91,,15.19,,13.922,1.268,,25.4,,19.811,5.589,0,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,07,05,36.18,,25.822,10.358,,16.47,,14.033,2.437,,26.325,,19.928,6.397,0,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,07,06,28.36,,25.933,2.427,,13.96,,14.089,-0.129,,21.16,,20.011,1.149,0,,3.302,92,
Streeter,46.71797,-99.46081,1944,2017,07,07,28.27,,26.039,2.231,,12.39,,14.156,-1.766,,20.33,,20.094,0.236,0,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,07,08,32.03,,26.15,5.88,,11.34,,14.211,-2.871,,21.685,,20.178,1.507,0,,2.794,92,
Streeter,46.71797,-99.46081,1944,2017,07,09,31.82,,26.272,5.548,,16.28,,14.311,1.969,,24.05,,20.294,3.756,0,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,07,10,29.5,,26.383,3.117,,12.09,,14.378,-2.288,,20.795,,20.383,0.412,0,,2.794,92,
Streeter,46.71797,-99.46081,1944,2017,07,11,35,,26.45,8.55,,18.14,,14.433,3.707,,26.57,,20.444,6.126,0,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,07,12,19.61,,26.561,-6.951,,14.27,,14.444,-0.174,,16.94,,20.506,-3.566,0,,2.794,92,
Streeter,46.71797,-99.46081,1944,2017,07,13,23.09,,26.672,-3.582,,12.23,,14.5,-2.27,,17.66,,20.589,-2.929,0,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,07,14,33.6,,26.733,6.867,,10.84,,14.556,-3.716,,22.22,,20.644,1.576,0,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,07,15,27.17,,26.839,0.331,,15.66,,14.611,1.049,,21.415,,20.728,0.687,0,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,07,16,32.62,,26.9,5.72,,11.95,,14.617,-2.667,,22.285,,20.761,1.524,0,,2.794,92,
Streeter,46.71797,-99.46081,1944,2017,07,17,32.98,,27,5.98,,18.43,,14.672,3.758,,25.705,,20.833,4.872,0,,3.048,92,
Streeter,46.71797,-99.46081,1944,2017,07,18,25.83,,27.067,-1.237,,12.99,,14.683,-1.693,,19.41,,20.878,-1.468,10.058,,2.794,92,
Streeter,46.71797,-99.46081,1944,2017,07,19,29.12,,27.122,1.998,,15.81,,14.683,1.127,,22.465,,20.9,1.565,1.854,,2.54,92,
Streeter,46.71797,-99.46081,1944,2017,07,20,31.96,,27.178,4.782,,15.33,,14.739,0.591,,23.645,,20.956,2.689,0.787,,2.794,92,
Streeter,46.71797,-99.46081,1944,2017,07,21,32.5,,27.233,5.267,,16.75,,14.739,2.011,,24.625,,20.989,3.636,0,,2.794,92,
Streeter,46.71797,-99.46081,1944,2017,07,22,29.78,,27.289,2.491,,13.18,,14.744,-1.564,,21.48,,21.017,0.463,0,,2.54,92,
Streeter,46.71797,-99.46081,1944,2017,07,23,26.79,,27.344,-0.554,,11.22,,14.744,-3.524,,19.005,,21.044,-2.039,0,,2.54,92,
Streeter,46.71797,-99.46081,1944,2017,07,24,28.59,,27.356,1.234,,15.72,,14.744,0.976,,22.155,,21.05,1.105,0,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,07,25,30.11,,27.406,2.704,,15.95,,14.744,1.206,,23.03,,21.078,1.952,0,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,07,26,28.94,,27.411,1.529,,14.63,,14.7,-0.07,,21.785,,21.056,0.729,0,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,07,27,28.27,,27.456,0.814,,11.81,,14.7,-2.89,,20.04,,21.078,-1.038,0,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,07,28,30.11,,27.456,2.654,,17.65,,14.7,2.95,,23.88,,21.078,2.802,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,07,29,30.92,,27.461,3.459,,16.33,,14.644,1.686,,23.625,,21.056,2.569,0,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,07,30,30.73,,27.456,3.274,,18.46,,14.644,3.816,,24.595,,21.05,3.545,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,07,31,33.07,,27.456,5.614,,16.09,,14.589,1.501,,24.58,,21.022,3.558,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,08,01,27.73,,27.456,0.274,,14.95,,14.533,0.417,,21.34,,20.994,0.346,0,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,08,02,18.65,,27.4,-8.75,,10.81,,14.489,-3.679,,14.73,,20.944,-6.214,19.329,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,08,03,22.1,,27.4,-5.3,,9.75,,14.433,-4.683,,15.925,,20.917,-4.992,0.787,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,08,04,25.18,,27.344,-2.164,,8.6,,14.378,-5.778,,16.89,,20.861,-3.971,0,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,08,05,24.26,,27.289,-3.029,,11.41,,14.311,-2.901,,17.835,,20.8,-2.965,2.108,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,08,06,23.08,,27.278,-4.198,,12.61,,14.256,-1.646,,17.845,,20.767,-2.922,0,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,08,07,25.75,,27.222,-1.472,,9.77,,14.2,-4.43,,17.76,,20.711,-2.951,0,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,08,08,27.21,,27.167,0.043,,11.32,,14.089,-2.769,,19.265,,20.628,-1.363,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,08,09,25.37,,27.067,-1.697,,12.71,,14.033,-1.323,,19.04,,20.55,-1.51,4.496,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,08,10,23.6,,27.011,-3.411,,11.57,,13.922,-2.352,,17.585,,20.467,-2.882,0.254,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,08,11,25.46,,26.944,-1.484,,9.62,,13.856,-4.236,,17.54,,20.4,-2.86,0,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,08,12,18.32,,26.844,-8.524,,13.85,,13.744,0.106,,16.085,,20.294,-4.209,39.472,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,08,13,20.89,,26.733,-5.843,,10.84,,13.633,-2.793,,15.865,,20.183,-4.318,0.533,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,08,14,22.7,,26.667,-3.967,,9.99,,13.522,-3.532,,16.345,,20.094,-3.749,0,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,08,15,21.27,,26.561,-5.291,,13.47,,13.411,0.059,,17.37,,19.983,-2.613,9.017,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,08,16,23.27,,26.45,-3.18,,12.47,,13.3,-0.83,,17.87,,19.878,-2.008,1.067,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,08,17,26.69,,26.339,0.351,,10.77,,13.189,-2.419,,18.73,,19.767,-1.037,0,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,08,18,25.56,,26.228,-0.668,,13.61,,13.072,0.538,,19.585,,19.65,-0.065,5.309,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,08,19,27.73,,26.072,1.658,,12.03,,12.961,-0.931,,19.88,,19.517,0.363,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,08,20,22.37,,25.956,-3.586,,10.89,,12.794,-1.904,,16.63,,19.378,-2.748,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,08,21,23.6,,25.85,-2.25,,9.49,,12.683,-3.193,,16.545,,19.267,-2.722,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,08,22,23.13,,25.683,-2.553,,6.017,,12.517,-6.499,,14.574,,19.1,-4.526,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,08,23,26.47,,25.572,0.898,,8.98,,12.406,-3.426,,17.725,,18.989,-1.264,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,08,24,24.17,,25.406,-1.236,,11.18,,12.239,-1.059,,17.675,,18.822,-1.147,0,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,08,25,18.83,,25.244,-6.414,,13.66,,12.072,1.588,,16.245,,18.656,-2.411,0.254,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,08,26,24.14,,25.078,-0.938,,13.23,,11.906,1.324,,18.685,,18.489,0.196,0.254,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,08,27,26.15,,24.961,1.189,,11.7,,11.75,-0.05,,18.925,,18.356,0.569,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,08,28,29.97,,24.794,5.176,,11.17,,11.583,-0.413,,20.57,,18.189,2.381,0,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,08,29,29.95,,24.633,5.317,,16.11,,11.417,4.693,,23.03,,18.022,5.008,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,08,30,25.25,,24.467,0.783,,13.59,,11.25,2.34,,19.42,,17.861,1.559,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,08,31,27.43,,24.3,3.13,,14.63,,11.083,3.547,,21.03,,17.689,3.341,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,09,01,27.19,,24.089,3.101,,12.88,,10.917,1.963,,20.035,,17.5,2.535,1.067,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,09,02,27.85,,23.911,3.939,,9.57,,10.75,-1.18,,18.71,,17.333,1.377,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,09,03,33.5,,23.744,9.756,,12.08,,10.533,1.547,,22.79,,17.139,5.651,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,09,04,21.58,,23.533,-1.953,,8.45,,10.361,-1.911,,15.015,,16.944,-1.929,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,09,05,17.63,,23.367,-5.737,,4.854,,10.144,-5.291,,11.242,,16.756,-5.513,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,09,06,22.44,,23.144,-0.704,,4.38,,9.978,-5.598,,13.41,,16.561,-3.151,0,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,09,07,28.33,,22.978,5.352,,7.719,,9.767,-2.048,,18.024,,16.372,1.652,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,09,08,22.21,,22.756,-0.546,,9.27,,9.544,-0.274,,15.74,,16.15,-0.41,0,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,09,09,28.8,,22.578,6.222,,11.01,,9.378,1.632,,19.905,,15.978,3.927,0,,2.286,92,
Streeter,46.71797,-99.46081,1944,2017,09,10,31.27,,22.356,8.914,,14.16,,9.156,5.004,,22.715,,15.756,6.959,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,09,11,27.57,,22.133,5.437,,11.5,,8.944,2.556,,19.535,,15.539,3.996,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,09,12,34.64,,21.911,12.729,,15.31,,8.722,6.588,,24.975,,15.317,9.658,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,09,13,25.24,,21.689,3.551,,11.63,,8.511,3.119,,18.435,,15.1,3.335,0,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,09,14,22.77,,21.467,1.303,,11.34,,8.333,3.007,,17.055,,14.9,2.155,0,,2.032,92,
Streeter,46.71797,-99.46081,1944,2017,09,15,11.77,,21.244,-9.474,,7.719,,8.111,-0.392,,9.744,,14.678,-4.933,8.204,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,09,16,11.44,,21.011,-9.571,,5.756,,7.844,-2.088,,8.598,,14.428,-5.829,0.787,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,09,17,16.54,,20.789,-4.249,,2.584,,7.622,-5.038,,9.562,,14.206,-4.643,0,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,09,18,21.59,,20.556,1.034,,8.48,,7.406,1.074,,15.035,,13.978,1.057,0,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,09,19,21.2,,20.333,0.867,,11.98,,7.183,4.797,,16.59,,13.761,2.829,1.321,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,09,20,21.06,,20.056,1.004,,4.569,,6.956,-2.387,,12.814,,13.506,-0.691,0,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,09,21,28.19,,19.822,8.368,,9.68,,6.733,2.947,,18.935,,13.278,5.657,0,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,09,22,15.2,,19.544,-4.344,,8.38,,6.511,1.869,,11.79,,13.028,-1.238,0,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,09,23,14.58,,19.311,-4.731,,7.767,,6.239,1.528,,11.174,,12.778,-1.604,5.029,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,09,24,10.14,,19.033,-8.893,,5.693,,6.011,-0.318,,7.917,,12.522,-4.606,23.317,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,09,25,9.36,,18.794,-9.434,,4.946,,5.789,-0.843,,7.153,,12.289,-5.136,0,,1.27,92,
Streeter,46.71797,-99.46081,1944,2017,09,26,13.95,,18.517,-4.567,,3.573,,5.517,-1.944,,8.762,,12.017,-3.255,0,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,09,27,21.83,,18.239,3.591,,3.013,,5.289,-2.276,,12.422,,11.761,0.661,0,,1.27,92,
Streeter,46.71797,-99.46081,1944,2017,09,28,19.07,,17.95,1.12,,5.614,,5.056,0.558,,12.342,,11.5,0.842,0,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,09,29,17.16,,17.672,-0.512,,1.367,,4.789,-3.422,,9.264,,11.233,-1.969,0,,1.27,92,
Streeter,46.71797,-99.46081,1944,2017,09,30,19.67,,17.383,2.287,,9.05,,4.556,4.494,,14.36,,10.972,3.388,0,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,10,01,19.89,,17.1,2.79,,9.92,,4.278,5.642,,14.905,,10.689,4.216,0,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,10,02,14.25,,16.811,-2.561,,5.376,,4.056,1.321,,9.813,,10.433,-0.62,0,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,10,03,13.54,,16.533,-2.993,,4.285,,3.778,0.507,,8.913,,10.156,-1.243,0.533,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,10,04,13.48,,16.244,-2.764,,2.122,,3.544,-1.422,,7.801,,9.894,-2.093,0,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,10,05,15.73,,15.911,-0.181,,2.577,,3.272,-0.695,,9.154,,9.594,-0.441,0,,1.778,92,
Streeter,46.71797,-99.46081,1944,2017,10,06,19.11,,15.628,3.482,,2.13,,3.039,-0.909,,10.62,,9.333,1.287,0,,1.27,92,
Streeter,46.71797,-99.46081,1944,2017,10,07,22.24,,15.339,6.901,,5.803,,2.761,3.042,,14.022,,9.05,4.972,0,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,10,08,14.36,,15.006,-0.646,,1.549,,2.528,-0.979,,7.954,,8.767,-0.812,0,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,10,09,7.623,,14.717,-7.094,,-2.408,,2.25,-4.658,,2.608,,8.483,-5.876,0,,1.27,92,
Streeter,46.71797,-99.46081,1944,2017,10,10,16.37,,14.383,1.987,,-3.729,,1.972,-5.701,,6.321,,8.178,-1.857,0,,1.27,92,
Streeter,46.71797,-99.46081,1944,2017,10,11,17.23,,14.106,3.124,,1.773,,1.739,0.034,,9.502,,7.922,1.579,0,,1.27,92,
Streeter,46.71797,-99.46081,1944,2017,10,12,16,,13.772,2.228,,-2.853,,1.467,-4.319,,6.574,,7.622,-1.048,0,,1.27,92,
Streeter,46.71797,-99.46081,1944,2017,10,13,13.44,,13.489,-0.049,,-3.397,,1.222,-4.619,,5.022,,7.356,-2.334,0,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,10,14,6.919,,13.156,-6.237,,-2.461,,0.944,-3.406,,2.229,,7.05,-4.821,0,,1.27,92,
Streeter,46.71797,-99.46081,1944,2017,10,15,13.66,,12.822,0.838,,-4.292,,0.711,-5.003,,4.684,,6.767,-2.083,0,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,10,16,21.46,,12.533,8.927,,-1.048,,0.433,-1.481,,10.206,,6.483,3.723,0,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,10,17,24.6,,12.2,12.4,,1.301,,0.156,1.146,,12.951,,6.178,6.773,0,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,10,18,14.32,,11.872,2.448,,2.011,,-0.072,2.083,,8.166,,5.9,2.266,0,,1.27,92,
Streeter,46.71797,-99.46081,1944,2017,10,19,23.686,E,11.594,12.092,E,2.837,E,-0.35,3.187,E,13.262,E,5.622,7.639,0,,1.524,92,
Streeter,46.71797,-99.46081,1944,2017,10,20,23.42,,11.261,12.159,,9.9,,-0.583,10.483,,16.66,,5.339,11.321,0,,1.27,92,
